chromosome,neutral_rate,observed_rate,RS
ACmerged_contig_10030,4.18,-2.52,6.7
ACmerged_contig_10030,4.18,1.42,2.76
ACmerged_contig_10030,4.18,1.87,2.31
ACmerged_contig_10030,4.18,2.17,2.01
ACmerged_contig_10030,4.18,3.14,1.04
ACmerged_contig_10030,4.18,3.21,0.97
ACmerged_contig_10030,4.18,-8.36,12.54
ACmerged_contig_10030,4.18,-2.91,7.09
ACmerged_contig_10030,4.18,1,3.18
ACmerged_contig_10030,4.18,-3.84,8.02
ACmerged_contig_10030,4.18,3.25,0.93
ACmerged_contig_10030,4.18,1.13,3.05
ACmerged_contig_10030,4.18,2.05,2.13
ACmerged_contig_10030,4.18,2.19,1.99
ACmerged_contig_10030,4.18,-1.75,5.93
ACmerged_contig_10030,4.18,3.03,1.15
ACmerged_contig_10030,4.18,-0.61,4.79
ACmerged_contig_10030,4.18,-1.06,5.24
ACmerged_contig_10030,4.18,2.34,1.84
ACmerged_contig_10030,4.18,3.06,1.12
ACmerged_contig_10030,4.18,1.76,2.42
ACmerged_contig_10030,4.18,3.25,0.93
ACmerged_contig_10030,4.18,1.6,2.58
ACmerged_contig_10030,3.7,2.81,0.89
ACmerged_contig_10030,3.7,2.72,0.98
ACmerged_contig_10030,3.7,0.98,2.72
ACmerged_contig_10030,3.7,1.52,2.18
ACmerged_contig_10030,3.7,2.66,1.04
ACmerged_contig_10030,3.7,-1.05,4.75
ACmerged_contig_10030,3.7,2.72,0.98
ACmerged_contig_10030,3.7,2.57,1.13
ACmerged_contig_10030,3.7,1.51,2.19
ACmerged_contig_10030,3.7,-0.34,4.04
ACmerged_contig_10030,3.7,2.58,1.12
ACmerged_contig_10030,3.7,0.381,3.319
ACmerged_contig_10030,3.7,2.66,1.04
ACmerged_contig_10030,3.7,1.71,1.99
ACmerged_contig_10030,3.7,2.77,0.93
ACmerged_contig_10030,3.7,2.56,1.14
ACmerged_contig_10030,3.7,1.38,2.32
ACmerged_contig_10030,3.7,0.882,2.818
ACmerged_contig_10030,3.7,1.58,2.12
ACmerged_contig_10030,3.7,0.0243,3.6757
ACmerged_contig_10030,3.7,1.9,1.8
ACmerged_contig_10030,3.7,1.41,2.29
ACmerged_contig_10030,3.7,2.58,1.12
ACmerged_contig_10030,3.7,1,2.7
ACmerged_contig_10030,3.7,-1.47,5.17
ACmerged_contig_10030,4.18,3.11,1.07
ACmerged_contig_10030,4.18,3.12,1.06
ACmerged_contig_10030,4.18,2.05,2.13
ACmerged_contig_10030,4.18,3.29,0.89
ACmerged_contig_10030,4.18,2.97,1.21
ACmerged_contig_10030,4.18,3.13,1.05
ACmerged_contig_10030,4.18,2.2,1.98
ACmerged_contig_10030,4.18,3.13,1.05
ACmerged_contig_10030,4.18,3.13,1.05
ACmerged_contig_10030,4.18,-8.36,12.54
ACmerged_contig_10030,4.18,1.84,2.34
ACmerged_contig_10030,4.18,3.19,0.99
ACmerged_contig_10030,4.18,-0.517,4.697
ACmerged_contig_10030,4.18,3.03,1.15
ACmerged_contig_10030,4.18,-1.73,5.91
ACmerged_contig_10030,4.18,-0.559,4.739
ACmerged_contig_10030,4.18,3.04,1.14
ACmerged_contig_10030,4.18,3.13,1.05
ACmerged_contig_10030,4.18,1.84,2.34
ACmerged_contig_10030,4.18,2.34,1.84
ACmerged_contig_10030,4.18,-1.06,5.24
ACmerged_contig_10030,4.18,2.37,1.81
ACmerged_contig_10030,4.18,3.04,1.14
ACmerged_contig_10030,4.18,3.14,1.04
ACmerged_contig_10030,4.18,3.06,1.12
ACmerged_contig_10030,4.18,3.21,0.97
ACmerged_contig_10030,4.18,3.13,1.05
ACmerged_contig_10030,4.18,3.29,0.89
ACmerged_contig_10030,4.18,3.21,0.97
ACmerged_contig_10030,4.18,2.36,1.82
ACmerged_contig_10030,4.18,2,2.18
ACmerged_contig_10030,4.18,0.695,3.485
ACmerged_contig_10030,4.18,3.2,0.98
ACmerged_contig_10030,4.18,3.22,0.96
ACmerged_contig_10030,4.18,1.11,3.07
ACmerged_contig_10030,4.18,3.13,1.05
ACmerged_contig_10030,4.18,3.2,0.98
ACmerged_contig_10030,4.18,-0.873,5.053
ACmerged_contig_10030,4.18,2.06,2.12
ACmerged_contig_10030,4.18,2.2,1.98
ACmerged_contig_10030,4.18,3.13,1.05
ACmerged_contig_10030,4.18,2.97,1.21
ACmerged_contig_10030,4.18,1.87,2.31
ACmerged_contig_10030,4.18,-8.36,12.54
ACmerged_contig_10030,4.18,3.05,1.13
ACmerged_contig_10030,4.18,2.36,1.82
ACmerged_contig_10030,4.18,0.604,3.576
ACmerged_contig_10030,4.18,3.21,0.97
ACmerged_contig_10030,4.18,2.34,1.84
ACmerged_contig_10030,4.18,3.2,0.98
ACmerged_contig_10030,4.18,2.05,2.13
ACmerged_contig_10030,4.18,3.28,0.9
ACmerged_contig_10030,4.18,0.149,4.031
ACmerged_contig_10030,4.18,2.33,1.85
ACmerged_contig_10030,4.18,1.92,2.26
ACmerged_contig_10030,4.18,-0.023,4.203
ACmerged_contig_10030,4.14,3.1,1.04
ACmerged_contig_10030,4.14,0.63,3.51
ACmerged_contig_10030,4.14,1.88,2.26
ACmerged_contig_10030,4.11,2.31,1.8
ACmerged_contig_10030,4.11,1.96,2.15
ACmerged_contig_10030,4.05,3.01,1.04
ACmerged_contig_10030,4.05,2.99,1.06
ACmerged_contig_10030,4.05,2.19,1.86
ACmerged_contig_10030,4.05,2.23,1.82
ACmerged_contig_10030,4.05,2.23,1.82
ACmerged_contig_10030,3.97,1.99,1.98
ACmerged_contig_10030,3.97,2.91,1.06
ACmerged_contig_10030,3.97,0.909,3.061
ACmerged_contig_10030,3.62,2.56,1.06
ACmerged_contig_10030,3.62,2.56,1.06
ACmerged_contig_10030,3.62,0.356,3.264
ACmerged_contig_10030,3.62,1.43,2.19
ACmerged_contig_10030,3.55,2.58,0.97
ACmerged_contig_10030,3.59,1.73,1.86
ACmerged_contig_10030,3.59,0.788,2.802
ACmerged_contig_10030,3.59,2.45,1.14
ACmerged_contig_10030,3.59,2.45,1.14
ACmerged_contig_10030,3.59,1.47,2.12
ACmerged_contig_10030,3.59,-1.83,5.42
ACmerged_contig_10030,3.59,2.6,0.99
ACmerged_contig_10030,3.59,-0.205,3.795
ACmerged_contig_10030,3.6,0.542,3.058
ACmerged_contig_10030,3.6,1.46,2.14
ACmerged_contig_10030,3.6,2.58,1.02
ACmerged_contig_10030,3.6,1.62,1.98
ACmerged_contig_10030,3.6,2.46,1.14
ACmerged_contig_10030,3.6,2.46,1.14
ACmerged_contig_10030,3.6,0.405,3.195
ACmerged_contig_10030,3.6,0.817,2.783
ACmerged_contig_10030,3.6,2.71,0.89
ACmerged_contig_10030,3.6,2.44,1.16
ACmerged_contig_10030,3.6,1.27,2.33
ACmerged_contig_10030,3.6,0.0215,3.5785
ACmerged_contig_10030,3.6,2.7,0.9
ACmerged_contig_10030,3.6,2.54,1.06
ACmerged_contig_10030,3.6,2.69,0.91
ACmerged_contig_10030,3.6,2.47,1.13
ACmerged_contig_10030,3.6,2.62,0.98
ACmerged_contig_10030,3.6,0.196,3.404
ACmerged_contig_10030,3.6,2.53,1.07
ACmerged_contig_10030,3.6,2.46,1.14
ACmerged_contig_10030,3.6,2.58,1.02
ACmerged_contig_10030,3.6,2.71,0.89
ACmerged_contig_10030,3.6,2.47,1.13
ACmerged_contig_10030,3.6,2.54,1.06
ACmerged_contig_10030,3.6,2.45,1.15
ACmerged_contig_10030,3.6,2.47,1.13
ACmerged_contig_10030,3.6,2.62,0.98
ACmerged_contig_10030,3.6,0.34,3.26
ACmerged_contig_10030,3.6,2.47,1.13
ACmerged_contig_10030,3.6,1.55,2.05
ACmerged_contig_10030,3.6,1.73,1.87
ACmerged_contig_10030,3.6,2.46,1.14
ACmerged_contig_10030,3.6,2.62,0.98
ACmerged_contig_10030,3.6,1.77,1.83
ACmerged_contig_10030,3.6,1.3,2.3
ACmerged_contig_10030,3.6,2.55,1.05
ACmerged_contig_10030,3.6,1.27,2.33
ACmerged_contig_10030,3.6,-1.24,4.84
ACmerged_contig_10030,3.6,2.53,1.07
ACmerged_contig_10030,3.6,1.61,1.99
ACmerged_contig_10030,3.58,0.262,3.318
ACmerged_contig_10030,3.58,2.53,1.05
ACmerged_contig_10030,3.58,1.67,1.91
ACmerged_contig_10030,3.6,2.62,0.98
ACmerged_contig_10030,3.6,0.179,3.421
ACmerged_contig_10030,3.6,2.62,0.98
ACmerged_contig_10030,3.6,0.179,3.421
ACmerged_contig_10030,3.6,-1.58,5.18
ACmerged_contig_10030,3.6,1.46,2.14
ACmerged_contig_10030,3.6,0.23,3.37
ACmerged_contig_10030,3.6,2.44,1.16
ACmerged_contig_10030,3.6,2.55,1.05
ACmerged_contig_10030,3.6,2.55,1.05
ACmerged_contig_10030,3.6,1.62,1.98
ACmerged_contig_10030,3.6,2.61,0.99
ACmerged_contig_10030,3.6,2.46,1.14
ACmerged_contig_10030,3.6,2.55,1.05
ACmerged_contig_10030,3.6,2.55,1.05
ACmerged_contig_10030,3.6,1.78,1.82
ACmerged_contig_10030,3.6,2.55,1.05
ACmerged_contig_10030,3.6,-1.25,4.85
ACmerged_contig_10030,3.47,1.63,1.84
ACmerged_contig_10030,3.47,1.14,2.33
ACmerged_contig_10030,3.77,0.014,3.756
ACmerged_contig_10030,3.77,2.71,1.06
ACmerged_contig_10030,3.64,1.53,2.11
ACmerged_contig_10030,3.64,1.83,1.81
ACmerged_contig_10030,3.64,-7.28,10.92
ACmerged_contig_10030,3.68,2.64,1.04
ACmerged_contig_10030,3.68,1.28,2.4
ACmerged_contig_10030,3.68,2.63,1.05
ACmerged_contig_10030,3.68,2.54,1.14
ACmerged_contig_10030,3.68,2.7,0.98
ACmerged_contig_10030,3.68,1.2,2.48
ACmerged_contig_10030,3.68,2.63,1.05
ACmerged_contig_10030,3.68,2.71,0.97
ACmerged_contig_10030,3.68,2.53,1.15
ACmerged_contig_10030,3.68,2.7,0.98
ACmerged_contig_10030,3.68,2.79,0.89
ACmerged_contig_10030,3.68,0.886,2.794
ACmerged_contig_10030,3.68,2.71,0.97
ACmerged_contig_10030,3.68,1.49,2.19
ACmerged_contig_10030,3.68,0.92,2.76
ACmerged_contig_10030,3.72,2.82,0.9
ACmerged_contig_10030,3.72,-1.2,4.92
ACmerged_contig_10030,3.79,-1.83,5.62
ACmerged_contig_10030,3.79,0.53,3.26
ACmerged_contig_10030,3.79,0.784,3.006
ACmerged_contig_10030,3.81,2.9,0.91
ACmerged_contig_10030,3.81,2.74,1.07
ACmerged_contig_10030,3.81,2.68,1.13
ACmerged_contig_10030,3.81,2.76,1.05
ACmerged_contig_10030,3.81,2.91,0.9
ACmerged_contig_10030,3.81,2.83,0.98
ACmerged_contig_10030,3.81,0.58,3.23
ACmerged_contig_10030,3.81,2.76,1.05
ACmerged_contig_10030,3.81,2.83,0.98
ACmerged_contig_10030,3.81,-7.62,11.43
ACmerged_contig_10030,3.81,2.8,1.01
ACmerged_contig_10030,3.81,2.67,1.14
ACmerged_contig_10030,3.81,-1.03,4.84
ACmerged_contig_10030,3.81,0.313,3.497
ACmerged_contig_10030,3.81,1.95,1.86
ACmerged_contig_10030,3.81,2.74,1.07
ACmerged_contig_10030,3.81,2.66,1.15
ACmerged_contig_10030,3.81,2,1.81
ACmerged_contig_10030,3.81,2.68,1.13
ACmerged_contig_10030,3.81,-0.436,4.246
ACmerged_contig_10030,3.81,-0.489,4.299
ACmerged_contig_10030,3.81,1.81,2
ACmerged_contig_10030,3.81,2.83,0.98
ACmerged_contig_10030,3.81,2.92,0.89
ACmerged_contig_10030,3.81,2.75,1.06
ACmerged_contig_10030,3.81,1.58,2.23
ACmerged_contig_10030,3.81,2.7,1.11
ACmerged_contig_10030,3.81,2.8,1.01
ACmerged_contig_10030,3.86,2.89,0.97
ACmerged_contig_10030,3.86,2.71,1.15
ACmerged_contig_10030,3.86,2.81,1.05
ACmerged_contig_10030,3.86,2.74,1.12
ACmerged_contig_10030,3.86,2.87,0.99
ACmerged_contig_10030,3.86,-1.71,5.57
ACmerged_contig_10030,3.86,2.87,0.99
ACmerged_contig_10030,3.86,2.8,1.06
ACmerged_contig_10030,3.86,2.06,1.8
ACmerged_contig_10030,3.86,2.89,0.97
ACmerged_contig_10030,3.85,2.95,0.9
ACmerged_contig_10030,3.85,2.87,0.98
ACmerged_contig_10030,3.85,2.87,0.98
ACmerged_contig_10030,3.85,-7.7,11.55
ACmerged_contig_10030,3.85,1.97,1.88
ACmerged_contig_10030,3.85,0.297,3.553
ACmerged_contig_10030,3.85,-7.7,11.55
ACmerged_contig_10030,3.85,2.82,1.03
ACmerged_contig_10030,3.85,-2.01,5.86
ACmerged_contig_10030,3.73,2.6,1.13
ACmerged_contig_10030,3.73,2.75,0.98
ACmerged_contig_10030,3.73,2.67,1.06
ACmerged_contig_10030,3.85,1.72,2.13
ACmerged_contig_10030,3.85,1.69,2.16
ACmerged_contig_10030,3.85,-0.943,4.793
ACmerged_contig_10030,3.85,-1.29,5.14
ACmerged_contig_10030,3.85,2.85,1
ACmerged_contig_10030,3.75,1.86,1.89
ACmerged_contig_10030,3.75,-0.726,4.476
ACmerged_contig_10030,3.76,2.63,1.13
ACmerged_contig_10030,3.76,2.63,1.13
ACmerged_contig_10030,3.78,1.67,2.11
ACmerged_contig_10030,3.78,-1.1,4.88
ACmerged_contig_10030,3.78,2.71,1.07
ACmerged_contig_10030,3.78,1.95,1.83
ACmerged_contig_10030,3.76,1.61,2.15
ACmerged_contig_10030,3.77,2.72,1.05
ACmerged_contig_10030,3.78,2.65,1.13
ACmerged_contig_10030,3.78,2.67,1.11
ACmerged_contig_10030,3.78,2.89,0.89
ACmerged_contig_10030,3.74,2.59,1.15
ACmerged_contig_10030,3.74,2.62,1.12
ACmerged_contig_10030,3.74,2.68,1.06
ACmerged_contig_10030,3.74,1.45,2.29
ACmerged_contig_10030,3.74,1.92,1.82
ACmerged_contig_10030,3.74,2.69,1.05
ACmerged_contig_10030,3.74,2.61,1.13
ACmerged_contig_10030,3.74,1.74,2
ACmerged_contig_10030,3.74,-1.47,5.21
ACmerged_contig_10030,3.74,2.63,1.11
ACmerged_contig_10030,3.78,2.63,1.15
ACmerged_contig_10030,3.78,2.79,0.99
ACmerged_contig_10030,3.78,2.87,0.91
ACmerged_contig_10030,3.8,1.51,2.29
ACmerged_contig_10030,3.8,0.486,3.314
ACmerged_contig_10030,3.8,2.91,0.89
ACmerged_contig_10030,3.82,0.783,3.037
ACmerged_contig_10030,3.82,1.83,1.99
ACmerged_contig_10030,3.82,2.77,1.05
ACmerged_contig_10030,3.82,2.92,0.9
ACmerged_contig_10030,3.88,1.75,2.13
ACmerged_contig_10030,3.88,2.99,0.89
ACmerged_contig_10030,3.88,2.97,0.91
ACmerged_contig_10030,3.88,2.82,1.06
ACmerged_contig_10030,3.9,2.85,1.05
ACmerged_contig_10030,3.9,-7.8,11.7
ACmerged_contig_10030,3.95,3.06,0.89
ACmerged_contig_10030,3.95,2.82,1.13
ACmerged_contig_10030,3.95,0.948,3.002
ACmerged_contig_10030,3.95,1.63,2.32
ACmerged_contig_10030,3.94,2.79,1.15
ACmerged_contig_10030,3.94,2.96,0.98
ACmerged_contig_10030,3.94,2.81,1.13
ACmerged_contig_10030,3.94,2.83,1.11
ACmerged_contig_10030,3.94,3.04,0.9
ACmerged_contig_10030,3.94,1.59,2.35
ACmerged_contig_10030,3.94,2.81,1.13
ACmerged_contig_10030,3.94,2.94,1
ACmerged_contig_10030,3.95,2.99,0.96
ACmerged_contig_10030,3.95,0.579,3.371
ACmerged_contig_10030,3.95,2.82,1.13
ACmerged_contig_10030,3.95,0.775,3.175
ACmerged_contig_10030,3.95,2.14,1.81
ACmerged_contig_10030,3.95,3.06,0.89
ACmerged_contig_10030,3.95,3.05,0.9
ACmerged_contig_10030,3.95,1.46,2.49
ACmerged_contig_10030,3.95,0.145,3.805
ACmerged_contig_10030,3.95,1.83,2.12
ACmerged_contig_10030,3.95,1.18,2.77
ACmerged_contig_10030,3.95,0.599,3.351
ACmerged_contig_10030,3.95,2.81,1.14
ACmerged_contig_10030,3.95,1.98,1.97
ACmerged_contig_10030,3.95,1.46,2.49
ACmerged_contig_10030,3.95,2.97,0.98
ACmerged_contig_10030,3.97,2.92,1.05
ACmerged_contig_10030,3.97,-1.18,5.15
ACmerged_contig_10030,3.99,0.244,3.746
ACmerged_contig_10030,3.99,1.86,2.13
ACmerged_contig_10030,3.99,1.2,2.79
ACmerged_contig_10030,3.99,0.432,3.558
ACmerged_contig_10030,3.99,1.86,2.13
ACmerged_contig_10030,3.99,2.94,1.05
ACmerged_contig_10030,3.99,0.43,3.56
ACmerged_contig_10030,3.82,2.66,1.16
ACmerged_contig_10030,3.82,-7.64,11.46
ACmerged_contig_10030,3.82,2.69,1.13
ACmerged_contig_10030,3.82,2.92,0.9
ACmerged_contig_10030,3.82,1.99,1.83
ACmerged_contig_10030,3.82,0.257,3.563
ACmerged_contig_10030,3.82,2.69,1.13
ACmerged_contig_10030,3.82,0.725,3.095
ACmerged_contig_10030,3.82,1.84,1.98
ACmerged_contig_10030,3.82,2.76,1.06
ACmerged_contig_10030,3.82,2.93,0.89
ACmerged_contig_10030,3.82,2.69,1.13
ACmerged_contig_10030,3.82,2.92,0.9
ACmerged_contig_10030,3.82,2.71,1.11
ACmerged_contig_10030,3.82,2.69,1.13
ACmerged_contig_10030,3.82,0.646,3.174
ACmerged_contig_10030,3.82,2.93,0.89
ACmerged_contig_10030,3.82,2.77,1.05
ACmerged_contig_10030,3.82,1.84,1.98
ACmerged_contig_10030,3.82,2.93,0.89
ACmerged_contig_10030,3.82,-4.32,8.14
ACmerged_contig_10030,3.82,2.01,1.81
ACmerged_contig_10030,3.82,1.84,1.98
ACmerged_contig_10030,3.82,2.77,1.05
ACmerged_contig_10030,3.82,2.68,1.14
ACmerged_contig_10030,3.82,2.85,0.97
ACmerged_contig_10030,3.82,2.66,1.16
ACmerged_contig_10030,3.82,0.549,3.271
ACmerged_contig_10030,3.82,1.84,1.98
ACmerged_contig_10030,3.82,-0.75,4.57
ACmerged_contig_10030,3.82,2.84,0.98
ACmerged_contig_10030,3.82,2.69,1.13
ACmerged_contig_10030,3.82,2.91,0.91
ACmerged_contig_10030,3.82,1.67,2.15
ACmerged_contig_10030,3.82,2.71,1.11
ACmerged_contig_10030,3.82,2.93,0.89
ACmerged_contig_10030,3.78,-0.717,4.497
ACmerged_contig_10030,3.78,1.05,2.73
ACmerged_contig_10030,3.78,1.43,2.35
ACmerged_contig_10030,3.78,-2.98,6.76
ACmerged_contig_10030,3.78,2.81,0.97
ACmerged_contig_10030,3.78,2.89,0.89
ACmerged_contig_10030,3.78,2.74,1.04
ACmerged_contig_10030,3.78,2.74,1.04
ACmerged_contig_10030,3.78,1.64,2.14
ACmerged_contig_10030,3.78,-0.0181,3.7981
ACmerged_contig_10030,3.78,2.88,0.9
ACmerged_contig_10030,3.78,-0.864,4.644
ACmerged_contig_10030,3.78,2.88,0.9
ACmerged_contig_10030,3.78,-6.16,9.94
ACmerged_contig_10030,3.78,2.8,0.98
ACmerged_contig_10030,3.78,1.61,2.17
ACmerged_contig_10030,3.78,2.81,0.97
ACmerged_contig_10030,3.78,2.74,1.04
ACmerged_contig_10030,3.78,2.81,0.97
ACmerged_contig_10030,3.78,2.66,1.12
ACmerged_contig_10030,3.78,1.78,2
ACmerged_contig_10030,3.78,-7.57,11.35
ACmerged_contig_10030,3.78,-7.46,11.24
ACmerged_contig_10030,3.78,1.62,2.16
ACmerged_contig_10030,3.78,2.63,1.15
ACmerged_contig_10030,3.77,-0.65,4.42
ACmerged_contig_10030,3.77,-0.65,4.42
ACmerged_contig_10030,3.68,2.71,0.97
ACmerged_contig_10030,3.68,2.7,0.98
ACmerged_contig_10030,3.68,1.86,1.82
ACmerged_contig_10030,3.68,2.79,0.89
ACmerged_contig_10030,3.68,1.35,2.33
ACmerged_contig_10030,3.68,2.55,1.13
ACmerged_contig_10030,3.66,2.77,0.89
ACmerged_contig_10030,3.65,1.51,2.14
ACmerged_contig_10030,3.65,1.26,2.39
ACmerged_contig_10030,3.65,-0.452,4.102
ACmerged_contig_10030,3.65,-0.299,3.949
ACmerged_contig_10030,3.65,-7.3,10.95
ACmerged_contig_10030,3.65,2.59,1.06
ACmerged_contig_10030,3.65,2.75,0.9
ACmerged_contig_10030,3.65,-0.0885,3.7385
ACmerged_contig_10030,3.65,1.66,1.99
ACmerged_contig_10030,3.65,2.59,1.06
ACmerged_contig_10030,3.65,1.45,2.2
ACmerged_contig_10030,3.68,2.63,1.05
ACmerged_contig_10030,3.68,1.31,2.37
ACmerged_contig_10030,3.68,2.7,0.98
ACmerged_contig_10030,3.68,2.7,0.98
ACmerged_contig_10030,3.68,-7.37,11.05
ACmerged_contig_10030,3.68,-7.37,11.05
ACmerged_contig_10030,3.68,2.63,1.05
ACmerged_contig_10030,3.75,1.77,1.98
ACmerged_contig_10030,3.75,2.85,0.9
ACmerged_contig_10030,3.75,0.504,3.246
ACmerged_contig_10030,3.75,2.69,1.06
ACmerged_contig_10030,3.75,0.958,2.792
ACmerged_contig_10030,3.75,0.444,3.306
ACmerged_contig_10030,3.75,1.3,2.45
ACmerged_contig_10030,3.75,2.86,0.89
ACmerged_contig_10030,3.75,1.29,2.46
ACmerged_contig_10030,3.75,2.62,1.13
ACmerged_contig_10030,3.75,2.71,1.04
ACmerged_contig_10030,3.75,2.85,0.9
ACmerged_contig_10030,3.75,1.4,2.35
ACmerged_contig_10030,3.75,1.29,2.46
ACmerged_contig_10030,3.75,2.77,0.98
ACmerged_contig_10030,3.75,1.89,1.86
ACmerged_contig_10030,3.75,2.86,0.89
ACmerged_contig_10030,3.75,2.61,1.14
ACmerged_contig_10030,3.75,-0.443,4.193
ACmerged_contig_10030,3.75,2.68,1.07
ACmerged_contig_10030,3.75,2.58,1.17
ACmerged_contig_10030,3.75,2.85,0.9
ACmerged_contig_10030,3.75,0.216,3.534
ACmerged_contig_10030,3.75,2.71,1.04
ACmerged_contig_10030,3.75,-6.72,10.47
ACmerged_contig_10030,3.76,-7.53,11.29
ACmerged_contig_10030,3.76,2.86,0.9
ACmerged_contig_10030,3.76,-7.53,11.29
ACmerged_contig_10030,3.76,1.43,2.33
ACmerged_contig_10030,3.76,1.62,2.14
ACmerged_contig_10030,3.8,-5.07,8.87
ACmerged_contig_10030,3.77,1.78,1.99
ACmerged_contig_10030,3.77,-2.36,6.13
ACmerged_contig_10030,3.77,1.79,1.98
ACmerged_contig_10030,3.77,-4.19,7.96
ACmerged_contig_10030,3.77,-0.104,3.874
ACmerged_contig_10030,3.77,2.64,1.13
ACmerged_contig_10030,3.77,2.88,0.89
ACmerged_contig_10030,3.77,2.87,0.9
ACmerged_contig_10030,3.77,-5.2,8.97
ACmerged_contig_10030,3.87,2.9,0.97
ACmerged_contig_10030,3.87,2.02,1.85
ACmerged_contig_10030,3.84,-7.68,11.52
ACmerged_contig_10030,3.84,2.86,0.98
ACmerged_contig_10030,3.84,2.79,1.05
ACmerged_contig_10030,3.84,-0.306,4.146
ACmerged_contig_10030,3.82,-2.14,5.96
ACmerged_contig_10030,3.77,-7.54,11.31
ACmerged_contig_10030,3.77,1.44,2.33
ACmerged_contig_10030,3.73,-7.46,11.19
ACmerged_contig_10030,3.73,-3.84,7.57
ACmerged_contig_10030,3.73,-3.1,6.83
ACmerged_contig_10030,3.71,2.57,1.14
ACmerged_contig_10030,3.72,1.57,2.15
ACmerged_contig_10030,3.72,1.41,2.31
ACmerged_contig_10030,3.72,0.1,3.62
ACmerged_contig_10030,3.98,3.08,0.9
ACmerged_contig_10030,3.98,1.17,2.81
ACmerged_contig_10030,3.95,2.97,0.98
ACmerged_contig_10030,3.95,2.14,1.81
ACmerged_contig_10030,3.95,2.88,1.07
ACmerged_contig_10030,3.95,2.8,1.15
ACmerged_contig_10030,3.95,1.84,2.11
ACmerged_contig_10030,3.97,3.07,0.9
ACmerged_contig_10030,3.97,2.92,1.05
ACmerged_contig_10030,3.97,2.92,1.05
ACmerged_contig_10030,3.98,3.09,0.89
ACmerged_contig_10030,3.98,3.09,0.89
ACmerged_contig_10030,3.98,2.85,1.13
ACmerged_contig_10030,3.98,2.12,1.86
ACmerged_contig_10030,3.98,2.93,1.05
ACmerged_contig_10030,3.98,2.85,1.13
ACmerged_contig_10030,3.98,1.72,2.26
ACmerged_contig_10030,3.98,3.07,0.91
ACmerged_contig_10030,3.98,2.84,1.14
ACmerged_contig_10030,3.98,2.83,1.15
ACmerged_contig_10030,3.98,2.99,0.99
ACmerged_contig_10030,3.98,1.86,2.12
ACmerged_contig_10030,3.98,2.68,1.3
ACmerged_contig_10030,3.98,1.84,2.14
ACmerged_contig_10030,3.98,2.91,1.07
ACmerged_contig_10030,4.04,2.92,1.12
ACmerged_contig_10030,4.04,-0.504,4.544
ACmerged_contig_10030,4.04,3,1.04
ACmerged_contig_10030,4.04,1.7,2.34
ACmerged_contig_10030,4.04,-8.09,12.13
ACmerged_contig_10030,4.04,0.201,3.839
ACmerged_contig_10030,4.04,3.14,0.9
ACmerged_contig_10030,4.04,2.23,1.81
ACmerged_contig_10030,4.04,1.69,2.35
ACmerged_contig_10030,4.04,-0.776,4.816
ACmerged_contig_10030,4.04,2.97,1.07
ACmerged_contig_10030,4.04,0.297,3.743
ACmerged_contig_10030,4.03,-3.33,7.36
ACmerged_contig_10030,4.03,-0.164,4.194
ACmerged_contig_10030,4.03,1.86,2.17
ACmerged_contig_10030,4.03,1.72,2.31
ACmerged_contig_10030,4.03,3.13,0.9
ACmerged_contig_10030,3.99,3.1,0.89
ACmerged_contig_10030,3.99,1.64,2.35
ACmerged_contig_10030,3.99,-7.98,11.97
ACmerged_contig_10030,3.99,1.86,2.13
ACmerged_contig_10030,3.99,1.86,2.13
ACmerged_contig_10030,3.99,2.94,1.05
ACmerged_contig_10030,4.06,-2.66,6.72
ACmerged_contig_10030,4.06,-5.61,9.67
ACmerged_contig_10030,4.07,1.62,2.45
ACmerged_contig_10030,4.07,3.03,1.04
ACmerged_contig_10030,4.07,0.571,3.499
ACmerged_contig_10030,4.07,3.17,0.9
ACmerged_contig_10030,4.07,3.1,0.97
ACmerged_contig_10030,4.07,-1.45,5.52
ACmerged_contig_10030,4.07,-5.19,9.26
ACmerged_contig_10030,4.07,-8.14,12.21
ACmerged_contig_10030,4.07,2.95,1.12
ACmerged_contig_10030,4.07,-3.46,7.53
ACmerged_contig_10030,4.07,-3,7.07
ACmerged_contig_10030,4.07,-5.39,9.46
ACmerged_contig_10030,4.07,1.64,2.43
ACmerged_contig_10030,4.07,1.34,2.73
ACmerged_contig_10030,4.07,1.05,3.02
ACmerged_contig_10030,4.07,1.73,2.34
ACmerged_contig_10030,4.07,2.94,1.13
ACmerged_contig_10030,4.07,-3.14,7.21
ACmerged_contig_10030,4.07,1.3,2.77
ACmerged_contig_10030,4.07,1.91,2.16
ACmerged_contig_10030,4.07,1.79,2.28
ACmerged_contig_10030,4.07,1.91,2.16
ACmerged_contig_10030,4.07,1.28,2.79
ACmerged_contig_10030,4.07,-2.36,6.43
ACmerged_contig_10030,4.07,1.3,2.77
ACmerged_contig_10030,4.07,3.1,0.97
ACmerged_contig_10030,4.07,-0.733,4.803
ACmerged_contig_10030,4.07,-6.99,11.06
ACmerged_contig_10030,4.07,1.97,2.1
ACmerged_contig_10030,4.07,0.561,3.509
ACmerged_contig_10030,4.07,-5.04,9.11
ACmerged_contig_10030,4.07,3.1,0.97
ACmerged_contig_10030,4.07,-2.95,7.02
ACmerged_contig_10030,4.07,2.95,1.12
ACmerged_contig_10030,4.05,-8.1,12.15
ACmerged_contig_10030,4.05,1.03,3.02
